Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID1223,3,2021-01-22,16:56:38,3,Y,,72.0,2.49e-07,5
ID1224,5,2021-01-22,16:56:38,4,Y,,82.0,3.02e-07,1
ID1225,3,2021-01-22,17:25:26,0,N,,,,0
ID1226,3,2021-01-22,17:25:26,2,Y,,115.0,2.52e-07,5
ID1227,2,2021-01-22,17:38:24,3,Y,,64.0,1.02e-07,3
ID1228,6,2021-01-22,17:38:24,4,N,,,,0
ID1229,4,2021-01-22,17:47:02,2,Y,,71.0,2.41e-07,2
ID1230,0,2021-01-22,17:47:02,3,Y,,50.0,3.08e-07,3
ID1231,3,2021-01-23,9:31:41,3,Y,,116.0,7.3e-08,2
ID1232,6,2021-01-23,9:31:41,0,Y,,52.0,8.7e-08,5
ID1233,3,2021-01-23,9:40:19,4,Y,,112.0,2.17e-07,5
ID1234,7,2021-01-23,9:40:19,0,Y,,116.0,1.62e-07,3
ID1235,0,2021-01-23,9:51:50,2,Y,,112.0,3.78e-07,2
ID1236,1,2021-01-23,9:51:50,3,Y,,53.0,3.46e-07,4
ID1237,2,2021-01-23,9:57:36,0,Y,,12.0,3.31e-07,3
ID1238,5,2021-01-23,9:57:36,4,Y,,120.0,5.4e-08,4
ID1239,2,2021-01-23,10:49:26,0,N,,,,0
ID1240,1,2021-01-23,10:49:26,4,Y,,118.0,1.69e-07,4
ID1241,4,2021-01-23,11:00:58,1,Y,,121.0,1.69e-07,2
ID1242,6,2021-01-23,11:00:58,3,Y,,83.0,4.08e-07,5
ID1243,5,2021-01-23,11:18:14,3,Y,,84.0,8.1e-08,5
ID1244,0,2021-01-23,11:18:14,2,Y,,63.0,3e-07,4
ID1245,4,2021-01-23,11:29:46,4,Y,,33.0,2.09e-07,3
ID1246,1,2021-01-23,11:29:46,1,N,,,,0
ID1247,3,2021-01-23,11:32:38,0,Y,,10.0,6.1e-08,5
ID1248,5,2021-01-23,11:32:38,0,Y,,100.0,4.2e-08,5
ID1249,2,2021-01-23,11:35:31,1,Y,,110.0,3.03e-07,5
ID1250,7,2021-01-23,11:35:31,2,Y,,28.0,3.16e-07,2
ID1251,5,2021-01-23,11:36:58,0,Y,,74.0,7.5e-08,3
ID1252,4,2021-01-23,11:36:58,0,Y,,18.0,8.1e-08,3
ID1253,0,2021-01-23,11:44:10,3,Y,,22.0,3.72e-07,3
ID1254,2,2021-01-23,11:44:10,3,N,,,,0
ID1255,6,2021-01-23,11:55:41,1,Y,,15.0,2.17e-07,3
ID1256,6,2021-01-23,11:55:41,0,Y,,120.0,2.52e-07,2
ID1257,6,2021-01-23,12:14:24,1,Y,,26.0,2.27e-07,3
ID1258,2,2021-01-23,12:14:24,2,Y,,33.0,1.04e-07,5
ID1259,1,2021-01-23,12:43:12,3,Y,,18.0,7.4e-08,4
ID1260,3,2021-01-23,12:43:12,2,Y,,29.0,3.55e-07,5
ID1261,3,2021-01-23,12:54:43,2,Y,,89.0,9.4e-08,2
ID1262,6,2021-01-23,12:54:43,4,N,,,,0
ID1263,2,2021-01-23,13:33:36,0,Y,,44.0,1.92e-07,5
ID1264,2,2021-01-23,13:33:36,1,Y,,62.0,2.13e-07,4
ID1265,1,2021-01-23,13:37:55,0,Y,,29.0,1.1e-07,5
ID1266,5,2021-01-23,13:37:55,0,Y,,10.0,4.02e-07,5
ID1267,1,2021-01-23,14:13:55,2,Y,,75.0,1.2e-07,4
ID1268,6,2021-01-23,14:13:55,3,N,,,,0
ID1269,1,2021-01-23,14:52:48,4,Y,,33.0,6.6e-08,5
ID1270,0,2021-01-23,14:52:48,4,N,,,,0
ID1271,0,2021-01-23,16:01:55,2,Y,,56.0,1.18e-07,4
ID1272,6,2021-01-23,16:01:55,0,N,,,,0
ID1273,7,2021-01-23,16:13:26,1,Y,,31.0,3.1e-08,3
ID1274,3,2021-01-23,16:13:26,3,Y,,56.0,8e-08,2
ID1275,4,2021-01-23,16:37:55,2,Y,,53.0,1.03e-07,4
ID1276,2,2021-01-23,16:37:55,4,Y,,12.0,3.48e-07,3
ID1277,7,2021-01-23,16:45:07,3,Y,,53.0,3.63e-07,3
ID1278,2,2021-01-23,16:45:07,3,Y,,116.0,2.98e-07,3
ID1279,5,2021-01-23,17:24:00,2,Y,,19.0,7.1e-08,4
ID1280,1,2021-01-23,17:24:00,1,N,,,,0
ID1281,5,2021-01-23,17:41:17,3,Y,,74.0,3.54e-07,2
ID1282,3,2021-01-23,17:41:17,3,Y,,85.0,1.64e-07,3
ID1283,3,2021-01-23,17:44:10,1,N,,,,0
ID1284,7,2021-01-23,17:44:10,2,N,,,,0
ID1285,1,2021-01-24,9:05:46,2,N,,,,0
ID1286,2,2021-01-24,9:05:46,3,Y,,48.0,3.96e-07,2
ID1287,5,2021-01-24,9:05:46,2,Y,,57.0,2.72e-07,3
ID1288,4,2021-01-24,9:05:46,0,Y,,116.0,3.09e-07,3
ID1289,3,2021-01-24,9:12:58,0,Y,,21.0,5e-08,1
ID1290,6,2021-01-24,9:12:58,1,Y,,87.0,1.31e-07,3
ID1291,5,2021-01-24,9:20:10,4,Y,,42.0,2.36e-07,3
ID1292,3,2021-01-24,9:20:10,4,Y,,86.0,8.8e-08,1
ID1293,5,2021-01-24,9:24:29,2,Y,,95.0,1.85e-07,5
ID1294,5,2021-01-24,9:24:29,1,N,,,,0
ID1295,4,2021-01-24,9:54:43,4,Y,,109.0,3.47e-07,3
ID1296,3,2021-01-24,9:54:43,2,N,,,,0
ID1297,3,2021-01-24,10:03:22,0,Y,,104.0,3.35e-07,2
ID1298,6,2021-01-24,10:03:22,2,Y,,123.0,1.15e-07,1
ID1299,6,2021-01-24,10:04:48,3,Y,,72.0,3.11e-07,5
ID1300,4,2021-01-24,10:04:48,4,N,,,,0
ID1301,7,2021-01-24,10:04:48,1,Y,,28.0,5.2e-08,4
ID1302,1,2021-01-24,10:04:48,3,Y,,124.0,1.93e-07,4
ID1303,4,2021-01-24,10:29:17,2,Y,,16.0,2.75e-07,4
ID1304,6,2021-01-24,10:29:17,0,N,,,,0
ID1305,5,2021-01-24,10:32:10,0,Y,,125.0,3.1e-08,3
ID1306,0,2021-01-24,10:32:10,1,N,,,,0
ID1307,1,2021-01-24,11:11:02,1,Y,,61.0,1.85e-07,3
ID1308,2,2021-01-24,11:11:02,3,Y,,55.0,3.9e-07,1
ID1309,0,2021-01-24,11:42:43,4,Y,,41.0,2.34e-07,4
ID1310,3,2021-01-24,11:42:43,1,Y,,81.0,3.79e-07,3
ID1311,7,2021-01-24,12:21:36,1,Y,,112.0,2.23e-07,3
ID1312,2,2021-01-24,12:21:36,3,Y,,58.0,2.59e-07,4
ID1313,4,2021-01-24,12:25:55,3,Y,,61.0,4.2e-08,5
ID1314,0,2021-01-24,12:25:55,2,Y,,51.0,4.04e-07,3
ID1315,4,2021-01-24,13:00:29,3,Y,,102.0,2.39e-07,4
ID1316,5,2021-01-24,13:00:29,2,Y,,19.0,3.43e-07,4
ID1317,1,2021-01-24,13:13:26,3,Y,,33.0,1.86e-07,2
ID1318,5,2021-01-24,13:13:26,4,Y,,113.0,3.64e-07,3
ID1319,2,2021-01-24,14:15:22,4,Y,,28.0,2.3e-07,5
ID1320,1,2021-01-24,14:15:22,4,Y,,46.0,2.83e-07,1
ID1321,5,2021-01-24,14:45:36,4,Y,,76.0,6.9e-08,3
ID1322,2,2021-01-24,14:45:36,4,Y,,124.0,1.89e-07,2
ID1323,6,2021-01-24,14:47:02,4,Y,,96.0,2.7e-07,2
ID1324,3,2021-01-24,14:47:02,3,Y,,110.0,3.03e-07,5
ID1325,1,2021-01-24,15:48:58,2,Y,,116.0,2.19e-07,5
ID1326,1,2021-01-24,15:48:58,2,Y,,14.0,3.71e-07,5
ID1327,7,2021-01-24,15:59:02,0,Y,,53.0,3.61e-07,4
ID1328,5,2021-01-24,15:59:02,3,Y,,37.0,2.89e-07,2
ID1329,3,2021-01-24,16:01:55,0,Y,,68.0,4.3e-08,1
ID1330,3,2021-01-24,16:01:55,3,Y,,43.0,1.9e-07,3
ID1331,3,2021-01-24,16:45:07,4,Y,,19.0,1.41e-07,3
ID1332,7,2021-01-24,16:45:07,4,Y,,47.0,2.66e-07,3
ID1333,0,2021-01-24,17:16:48,1,N,,,,0
ID1334,3,2021-01-24,17:16:48,2,Y,,84.0,3.81e-07,4
ID1335,4,2021-01-24,17:25:26,2,Y,,17.0,1.55e-07,1
ID1336,0,2021-01-24,17:25:26,2,Y,,116.0,7.7e-08,4
ID1337,2,2021-01-24,17:54:14,0,Y,,22.0,1.06e-07,4
ID1338,4,2021-01-24,17:54:14,4,Y,,10.0,3.73e-07,4
ID1339,1,2021-01-25,9:15:50,3,Y,,76.0,9.2e-08,4
ID1340,5,2021-01-25,9:15:50,2,Y,,104.0,3.96e-07,4
ID1341,4,2021-01-25,9:25:55,3,Y,,44.0,4.1e-07,3
ID1342,4,2021-01-25,9:25:55,0,Y,,24.0,2.2e-07,5
ID1343,1,2021-01-25,9:33:07,4,Y,,40.0,4.17e-07,3
ID1344,0,2021-01-25,9:33:07,2,Y,,57.0,3.45e-07,4
ID1345,7,2021-01-25,9:37:26,4,Y,,19.0,3.83e-07,3
ID1346,6,2021-01-25,9:37:26,3,Y,,55.0,3.95e-07,3
ID1347,6,2021-01-25,10:10:34,1,Y,,102.0,3.13e-07,5
ID1348,5,2021-01-25,10:10:34,2,Y,,123.0,3.8e-08,3
ID1349,2,2021-01-25,10:27:50,0,N,,,,0
ID1350,5,2021-01-25,10:27:50,1,N,,,,0
ID1351,5,2021-01-25,10:42:14,3,Y,,115.0,3.58e-07,4
ID1352,1,2021-01-25,10:42:14,4,Y,,53.0,3.65e-07,5
ID1353,2,2021-01-25,11:03:50,4,Y,,61.0,1.25e-07,5
ID1354,2,2021-01-25,11:03:50,4,Y,,99.0,3.33e-07,5
ID1355,3,2021-01-25,11:42:43,0,N,,,,0
ID1356,3,2021-01-25,11:42:43,2,Y,,57.0,1.46e-07,3
ID1357,2,2021-01-25,11:48:29,1,Y,,24.0,2.83e-07,3
ID1358,7,2021-01-25,11:48:29,1,Y,,75.0,1.03e-07,4
ID1359,5,2021-01-25,11:54:14,1,Y,,72.0,3.31e-07,4
ID1360,7,2021-01-25,11:54:14,2,Y,,73.0,1.94e-07,4
ID1361,6,2021-01-25,11:54:14,2,Y,,105.0,1.85e-07,4
ID1362,3,2021-01-25,11:54:14,4,Y,,75.0,2.25e-07,3
ID1363,0,2021-01-25,12:00:00,2,Y,,29.0,2.89e-07,4
ID1364,7,2021-01-25,12:00:00,4,Y,,41.0,1.03e-07,1
ID1365,6,2021-01-25,12:10:05,0,Y,,93.0,1.91e-07,4
ID1366,4,2021-01-25,12:10:05,0,N,,,,0
ID1367,1,2021-01-25,12:12:58,0,Y,,73.0,3.35e-07,3
ID1368,7,2021-01-25,12:12:58,3,N,,,,0
ID1369,3,2021-01-25,12:18:43,2,Y,,112.0,8.1e-08,4
ID1370,2,2021-01-25,12:18:43,2,Y,,37.0,3.39e-07,4
ID1371,3,2021-01-25,12:21:36,1,Y,,59.0,3.5e-07,5
ID1372,4,2021-01-25,12:21:36,4,N,,,,0
ID1373,0,2021-01-25,12:21:36,4,Y,,56.0,8.3e-08,3
ID1374,3,2021-01-25,12:21:36,1,Y,,56.0,3.12e-07,3
ID1375,4,2021-01-25,12:43:12,0,N,,,,0
ID1376,7,2021-01-25,12:43:12,0,Y,,43.0,3.9e-07,5
ID1377,1,2021-01-25,12:53:17,2,Y,,80.0,3.69e-07,2
ID1378,4,2021-01-25,12:53:17,0,Y,,66.0,3.63e-07,3
ID1379,0,2021-01-25,14:11:02,1,Y,,54.0,2.51e-07,3
ID1380,5,2021-01-25,14:11:02,3,Y,,94.0,3.03e-07,2
ID1381,0,2021-01-25,14:11:02,3,N,,,,0
ID1382,6,2021-01-25,14:11:02,3,Y,,24.0,2.44e-07,4
ID1383,2,2021-01-25,14:12:29,3,N,,,,0
ID1384,6,2021-01-25,14:12:29,1,Y,,108.0,3.96e-07,3
ID1385,5,2021-01-25,14:26:53,2,Y,,106.0,5.4e-08,3
ID1386,5,2021-01-25,14:26:53,4,N,,,,0
ID1387,0,2021-01-25,14:34:05,2,Y,,111.0,3.63e-07,3
ID1388,5,2021-01-25,14:34:05,0,Y,,56.0,1.98e-07,3
ID1389,1,2021-01-25,15:04:19,1,Y,,78.0,3.1e-07,4
ID1390,7,2021-01-25,15:04:19,3,Y,,15.0,1.3e-07,3
ID1391,0,2021-01-25,15:05:46,2,N,,,,0
ID1392,6,2021-01-25,15:05:46,3,Y,,50.0,3.2e-08,3
ID1393,1,2021-01-25,15:20:10,3,Y,,53.0,2.28e-07,3
ID1394,5,2021-01-25,15:20:10,4,Y,,106.0,3.95e-07,1
ID1395,2,2021-01-25,15:51:50,0,Y,,44.0,3.57e-07,5
ID1396,0,2021-01-25,15:51:50,1,N,,,,0
ID1397,3,2021-01-25,15:53:17,0,Y,,31.0,2.93e-07,3
ID1398,5,2021-01-25,15:53:17,0,Y,,41.0,3.02e-07,5
ID1399,0,2021-01-25,16:13:26,3,Y,,109.0,3.46e-07,3
ID1400,6,2021-01-25,16:13:26,0,Y,,13.0,6.9e-08,3
ID1401,2,2021-01-25,17:32:38,2,Y,,19.0,3.98e-07,5
ID1402,7,2021-01-25,17:32:38,1,Y,,76.0,3.44e-07,5
ID1403,0,2021-01-26,9:05:46,1,Y,,86.0,6.2e-08,4
ID1404,6,2021-01-26,9:05:46,1,Y,,63.0,1.45e-07,4
ID1405,1,2021-01-26,9:30:14,2,Y,,113.0,5.1e-08,5
ID1406,3,2021-01-26,9:30:14,0,Y,,84.0,7.7e-08,3
ID1407,4,2021-01-26,9:41:46,0,Y,,41.0,2.06e-07,4
ID1408,0,2021-01-26,9:41:46,2,Y,,13.0,2.33e-07,3
ID1409,7,2021-01-26,9:51:50,4,N,,,,0
ID1410,4,2021-01-26,9:51:50,2,Y,,79.0,1.7e-07,3
ID1411,2,2021-01-26,10:27:50,1,Y,,103.0,1.51e-07,3
ID1412,2,2021-01-26,10:27:50,1,Y,,68.0,1.38e-07,3
ID1413,2,2021-01-26,10:40:48,1,Y,,57.0,3.29e-07,2
ID1414,7,2021-01-26,10:40:48,2,N,,,,0
ID1415,2,2021-01-26,10:50:53,2,Y,,72.0,9.1e-08,3
ID1416,7,2021-01-26,10:50:53,3,Y,,53.0,3.52e-07,5
ID1417,0,2021-01-26,10:52:19,1,Y,,16.0,2.15e-07,1
ID1418,0,2021-01-26,10:52:19,4,Y,,77.0,1.02e-07,3
ID1419,1,2021-01-26,10:59:31,2,Y,,68.0,4.08e-07,5
ID1420,1,2021-01-26,10:59:31,3,Y,,50.0,1.66e-07,4
ID1421,5,2021-01-26,11:19:41,0,N,,,,0
ID1422,1,2021-01-26,11:19:41,2,Y,,68.0,3.16e-07,3
ID1423,2,2021-01-26,11:47:02,3,Y,,39.0,2.32e-07,5
ID1424,2,2021-01-26,11:47:02,1,Y,,78.0,3.95e-07,4
ID1425,2,2021-01-26,12:48:58,3,Y,,106.0,1.12e-07,3
ID1426,0,2021-01-26,12:48:58,3,N,,,,0
ID1427,1,2021-01-26,12:50:24,0,Y,,66.0,4.4e-08,3
ID1428,3,2021-01-26,12:50:24,4,Y,,120.0,2.61e-07,5
ID1429,7,2021-01-26,12:56:10,3,Y,,115.0,1.47e-07,3
ID1430,7,2021-01-26,12:56:10,2,Y,,28.0,2.77e-07,4
ID1431,1,2021-01-26,13:04:48,3,Y,,57.0,9e-08,3
ID1432,2,2021-01-26,13:04:48,3,Y,,110.0,3.17e-07,2
ID1433,1,2021-01-26,13:04:48,4,Y,,103.0,1.71e-07,4
ID1434,4,2021-01-26,13:04:48,4,Y,,94.0,3.72e-07,5
ID1435,4,2021-01-26,14:08:10,3,Y,,61.0,2.87e-07,5
ID1436,7,2021-01-26,14:08:10,3,N,,,,0
ID1437,4,2021-01-26,14:18:14,3,Y,,77.0,2.66e-07,2
ID1438,3,2021-01-26,14:18:14,1,Y,,56.0,2.24e-07,4
ID1439,2,2021-01-26,14:26:53,0,Y,,65.0,4.02e-07,5
ID1440,0,2021-01-26,14:26:53,4,Y,,99.0,3.42e-07,3
ID1441,2,2021-01-26,14:51:22,0,Y,,40.0,2.88e-07,3
ID1442,7,2021-01-26,14:51:22,2,Y,,110.0,3.2e-07,3
ID1443,2,2021-01-26,15:15:50,0,Y,,109.0,5.2e-08,1
ID1444,6,2021-01-26,15:15:50,1,Y,,116.0,3.08e-07,3
ID1445,6,2021-01-26,15:21:36,3,Y,,82.0,1.38e-07,2
ID1446,3,2021-01-26,15:21:36,1,Y,,65.0,1.49e-07,4
ID1447,1,2021-01-26,15:25:55,1,Y,,24.0,2.09e-07,4
ID1448,2,2021-01-26,15:25:55,2,Y,,125.0,8.2e-08,5
ID1449,3,2021-01-26,15:28:48,0,Y,,87.0,6.4e-08,5
ID1450,4,2021-01-26,15:28:48,3,Y,,119.0,4.3e-08,4
ID1451,2,2021-01-26,15:30:14,1,Y,,94.0,4.6e-08,4
ID1452,1,2021-01-26,15:30:14,2,N,,,,0
ID1453,1,2021-01-26,15:37:26,2,Y,,19.0,3.37e-07,1
ID1454,1,2021-01-26,15:37:26,1,Y,,68.0,1.64e-07,3
ID1455,5,2021-01-26,16:00:29,2,Y,,36.0,3.82e-07,3
ID1456,6,2021-01-26,16:00:29,2,Y,,50.0,6.6e-08,4
ID1457,0,2021-01-26,16:06:14,2,N,,,,0
ID1458,3,2021-01-26,16:06:14,1,Y,,60.0,1.34e-07,3
ID1459,0,2021-01-26,17:18:14,1,Y,,38.0,4.18e-07,1
ID1460,0,2021-01-26,17:18:14,1,Y,,115.0,3.75e-07,3
ID1461,1,2021-01-26,17:52:48,3,Y,,82.0,3.97e-07,1
ID1462,4,2021-01-26,17:52:48,4,Y,,34.0,2.58e-07,2
ID1463,2,2021-01-27,9:10:05,3,Y,,95.0,1.75e-07,3
ID1464,2,2021-01-27,9:10:05,1,Y,,13.0,1.94e-07,5
ID1465,0,2021-01-27,9:38:53,4,Y,,22.0,2.52e-07,3
ID1466,3,2021-01-27,9:38:53,3,N,,,,0
ID1467,6,2021-01-27,9:41:46,0,Y,,86.0,1.72e-07,1
ID1468,5,2021-01-27,9:41:46,1,Y,,20.0,2.63e-07,4
ID1469,3,2021-01-27,9:54:43,2,N,,,,0
ID1470,6,2021-01-27,9:54:43,1,Y,,36.0,2.61e-07,4
ID1471,6,2021-01-27,9:57:36,3,Y,,118.0,2.07e-07,4
ID1472,7,2021-01-27,9:57:36,1,Y,,40.0,2.46e-07,4
ID1473,4,2021-01-27,10:43:41,1,Y,,97.0,3.97e-07,4
ID1474,6,2021-01-27,10:43:41,1,Y,,75.0,1.7e-07,4
ID1475,1,2021-01-27,11:09:36,4,Y,,61.0,1.59e-07,3
ID1476,1,2021-01-27,11:09:36,3,Y,,125.0,3.65e-07,5
ID1477,4,2021-01-27,12:40:19,1,N,,,,0
ID1478,1,2021-01-27,12:40:19,4,Y,,33.0,3.52e-07,5
ID1479,6,2021-01-27,13:00:29,4,N,,,,0
ID1480,6,2021-01-27,13:00:29,3,Y,,50.0,2.31e-07,5
ID1481,4,2021-01-27,13:03:22,0,Y,,114.0,2.61e-07,3
ID1482,4,2021-01-27,13:03:22,4,N,,,,0
ID1483,1,2021-01-27,13:07:41,3,Y,,58.0,1.21e-07,4
ID1484,2,2021-01-27,13:07:41,3,Y,,86.0,2.07e-07,2
ID1485,1,2021-01-27,13:09:07,3,Y,,45.0,2.33e-07,5
ID1486,1,2021-01-27,13:09:07,3,Y,,84.0,1.53e-07,2
ID1487,2,2021-01-27,13:22:05,1,Y,,15.0,4.14e-07,2
ID1488,7,2021-01-27,13:22:05,0,Y,,47.0,2.47e-07,2
ID1489,1,2021-01-27,13:27:50,2,Y,,27.0,1.57e-07,3
ID1490,6,2021-01-27,13:27:50,0,Y,,49.0,8.4e-08,4
ID1491,5,2021-01-27,13:52:19,1,Y,,50.0,1.05e-07,4
ID1492,3,2021-01-27,13:52:19,3,Y,,87.0,3.01e-07,2
ID1493,4,2021-01-27,14:45:36,0,Y,,87.0,3.94e-07,3
ID1494,4,2021-01-27,14:45:36,2,Y,,15.0,3.58e-07,3
ID1495,1,2021-01-27,14:54:14,4,Y,,123.0,4.09e-07,5
ID1496,0,2021-01-27,14:54:14,2,Y,,32.0,2.82e-07,3
ID1497,7,2021-01-27,15:21:36,2,Y,,10.0,8.5e-08,5
ID1498,1,2021-01-27,15:21:36,0,Y,,19.0,2.83e-07,2
ID1499,0,2021-01-27,15:23:02,0,Y,,10.0,3.64e-07,5
ID1500,2,2021-01-27,15:23:02,3,N,,,,0
ID1501,7,2021-01-27,15:40:19,3,Y,,112.0,1.63e-07,4
ID1502,0,2021-01-27,15:40:19,1,Y,,10.0,2.22e-07,4
ID1503,4,2021-01-27,16:00:29,0,Y,,26.0,1.16e-07,2
ID1504,6,2021-01-27,16:00:29,0,Y,,96.0,3.89e-07,4
ID1505,1,2021-01-27,16:01:55,2,Y,,99.0,2.62e-07,3
ID1506,3,2021-01-27,16:01:55,4,N,,,,0
ID1507,4,2021-01-27,16:10:34,0,Y,,77.0,1.95e-07,5
ID1508,5,2021-01-27,16:10:34,0,Y,,16.0,3.21e-07,4
ID1509,6,2021-01-27,16:58:05,1,Y,,100.0,1.63e-07,4
ID1510,4,2021-01-27,16:58:05,1,Y,,27.0,3.09e-07,3
ID1511,0,2021-01-27,17:00:58,2,Y,,31.0,2.67e-07,1
ID1512,5,2021-01-27,17:00:58,1,Y,,33.0,3.92e-07,2
ID1513,4,2021-01-27,17:12:29,3,Y,,107.0,1.87e-07,4
ID1514,1,2021-01-27,17:12:29,2,Y,,77.0,3.64e-07,3
ID1515,4,2021-01-27,17:18:14,3,Y,,28.0,1.84e-07,5
ID1516,3,2021-01-27,17:18:14,1,N,,,,0
ID1517,4,2021-01-27,17:42:43,1,Y,,93.0,5.6e-08,4
ID1518,6,2021-01-27,17:42:43,4,N,,,,0
ID1519,4,2021-01-28,9:04:19,3,Y,,46.0,2.67e-07,5
ID1520,5,2021-01-28,9:04:19,3,Y,,14.0,3.41e-07,3
ID1521,3,2021-01-28,9:11:31,0,Y,,58.0,2.97e-07,3
ID1522,6,2021-01-28,9:11:31,2,Y,,61.0,3.16e-07,3
ID1523,6,2021-01-28,9:12:58,2,Y,,38.0,3.84e-07,4
ID1524,6,2021-01-28,9:12:58,2,Y,,39.0,3.36e-07,3
ID1525,7,2021-01-28,9:46:05,4,Y,,87.0,9.4e-08,4
ID1526,7,2021-01-28,9:46:05,4,Y,,26.0,1.15e-07,2
ID1527,3,2021-01-28,10:04:48,4,Y,,120.0,8.7e-08,4
ID1528,1,2021-01-28,10:04:48,2,Y,,123.0,1.17e-07,4
ID1529,2,2021-01-28,10:40:48,1,Y,,48.0,9.1e-08,3
ID1530,2,2021-01-28,10:40:48,3,Y,,58.0,1.55e-07,1
ID1531,6,2021-01-28,10:52:19,1,Y,,90.0,2.85e-07,3
ID1532,1,2021-01-28,10:52:19,2,Y,,104.0,3.71e-07,5
ID1533,7,2021-01-28,11:06:43,3,Y,,41.0,1.88e-07,4
ID1534,3,2021-01-28,11:06:43,4,Y,,26.0,1.07e-07,5
ID1535,0,2021-01-28,11:21:07,2,Y,,66.0,3.44e-07,4
ID1536,0,2021-01-28,11:21:07,0,Y,,65.0,1.11e-07,5
ID1537,0,2021-01-28,11:29:46,0,Y,,22.0,3.02e-07,3
ID1538,5,2021-01-28,11:29:46,3,Y,,96.0,2.34e-07,1
ID1539,2,2021-01-28,11:54:14,4,Y,,101.0,2.85e-07,4
ID1540,0,2021-01-28,11:54:14,0,Y,,124.0,9.8e-08,4
ID1541,1,2021-01-28,11:55:41,1,Y,,28.0,3.25e-07,3
ID1542,0,2021-01-28,11:55:41,1,Y,,90.0,2.29e-07,3
ID1543,6,2021-01-28,12:46:05,1,Y,,111.0,2.35e-07,5
ID1544,0,2021-01-28,12:46:05,3,Y,,123.0,4.1e-08,4
ID1545,4,2021-01-28,13:00:29,1,N,,,,0
ID1546,1,2021-01-28,13:00:29,3,Y,,101.0,3.22e-07,4
ID1547,5,2021-01-28,13:17:46,0,Y,,44.0,1.29e-07,5
ID1548,7,2021-01-28,13:17:46,3,Y,,10.0,1.11e-07,3
ID1549,2,2021-01-28,13:19:12,3,Y,,45.0,2.06e-07,1
ID1550,7,2021-01-28,13:19:12,4,Y,,24.0,1.36e-07,4
ID1551,5,2021-01-28,14:18:14,2,Y,,70.0,3.53e-07,1
ID1552,6,2021-01-28,14:18:14,3,Y,,101.0,3.52e-07,5
ID1553,1,2021-01-28,14:19:41,3,Y,,23.0,1.96e-07,3
ID1554,5,2021-01-28,14:19:41,1,Y,,86.0,2.31e-07,3
ID1555,1,2021-01-28,14:32:38,0,Y,,25.0,1.35e-07,2
ID1556,4,2021-01-28,14:32:38,0,Y,,46.0,1.77e-07,4
ID1557,2,2021-01-28,14:57:07,3,Y,,45.0,2.32e-07,4
ID1558,0,2021-01-28,14:57:07,4,N,,,,0
ID1559,3,2021-01-28,15:53:17,4,Y,,93.0,3.91e-07,3
ID1560,5,2021-01-28,15:53:17,2,Y,,61.0,1.21e-07,1
ID1561,2,2021-01-28,16:13:26,3,N,,,,0
ID1562,4,2021-01-28,16:13:26,3,Y,,66.0,1.56e-07,3
ID1563,3,2021-01-28,16:19:12,1,Y,,29.0,2.75e-07,3
ID1564,3,2021-01-28,16:19:12,0,Y,,67.0,4.02e-07,2
ID1565,1,2021-01-28,16:40:48,1,Y,,94.0,1.03e-07,4
ID1566,5,2021-01-28,16:40:48,3,Y,,80.0,3e-07,4
ID1567,1,2021-01-28,17:03:50,2,Y,,27.0,1.96e-07,4
ID1568,1,2021-01-28,17:03:50,3,Y,,41.0,1.97e-07,4
ID1569,6,2021-01-28,17:16:48,4,Y,,84.0,2.57e-07,4
ID1570,3,2021-01-28,17:16:48,1,Y,,121.0,1.17e-07,4
ID1571,2,2021-01-28,17:52:48,2,Y,,61.0,4.3e-08,1
ID1572,6,2021-01-28,17:52:48,0,N,,,,0
ID1573,2,2021-01-28,18:00:00,2,Y,,54.0,3.71e-07,2
ID1574,7,2021-01-28,18:00:00,3,Y,,82.0,3.46e-07,5
ID1575,3,2021-01-29,9:02:53,0,Y,,55.0,1.88e-07,4
ID1576,4,2021-01-29,9:02:53,0,N,,,,0
ID1577,1,2021-01-29,9:08:38,2,Y,,87.0,6.9e-08,5
ID1578,3,2021-01-29,9:08:38,2,N,,,,0
ID1579,3,2021-01-29,9:20:10,0,Y,,22.0,2.97e-07,3
ID1580,7,2021-01-29,9:20:10,2,N,,,,0
ID1581,1,2021-01-29,9:57:36,3,Y,,95.0,1.06e-07,5
ID1582,1,2021-01-29,9:57:36,4,Y,,23.0,3.75e-07,4
ID1583,3,2021-01-29,10:20:38,0,Y,,43.0,1.25e-07,4
ID1584,0,2021-01-29,10:20:38,2,N,,,,0
ID1585,5,2021-01-29,10:29:17,1,Y,,118.0,2.43e-07,3
ID1586,4,2021-01-29,10:29:17,2,Y,,94.0,7.2e-08,3
ID1587,2,2021-01-29,10:50:53,4,Y,,59.0,2.95e-07,4
ID1588,4,2021-01-29,10:50:53,4,N,,,,0
ID1589,7,2021-01-29,10:52:19,0,Y,,92.0,1.93e-07,5
ID1590,4,2021-01-29,10:52:19,4,Y,,51.0,1.6e-07,2
ID1591,2,2021-01-29,11:57:07,2,N,,,,0
ID1592,3,2021-01-29,11:57:07,4,Y,,11.0,2.63e-07,5
ID1593,5,2021-01-29,12:44:38,2,Y,,62.0,1.41e-07,1
ID1594,5,2021-01-29,12:44:38,4,Y,,122.0,2.98e-07,3
